Date,Close/Last,Volume,Open,High,Low
03/24/2025,$97.47,608633,$97.40,$98.13,$97.29
03/21/2025,$96.70,1041033,$97.025,$97.51,$95.99
03/20/2025,$97.90,359686,$97.22,$98.23,$97.01
03/19/2025,$98.08,433436,$97.90,$98.39,$97.25
03/18/2025,$97.68,468802,$98.00,$98.785,$97.04
03/17/2025,$98.02,412641,$96.97,$98.18,$96.525
03/14/2025,$96.89,396448,$95.58,$97.16,$95.34
03/13/2025,$94.92,608183,$96.16,$97.09,$94.89
03/12/2025,$96.91,883383,$96.03,$97.18,$95.35
03/11/2025,$95.25,1034790,$97.47,$98.065,$94.84
03/10/2025,$97.66,549265,$97.00,$98.12,$96.71
03/07/2025,$98.51,414126,$97.64,$98.71,$96.55
03/06/2025,$98.12,636585,$98.83,$98.99,$97.31
03/05/2025,$99.40,644241,$100.08,$100.69,$98.25
03/04/2025,$99.53,1137664,$100.88,$100.88,$98.075
03/03/2025,$101.62,603504,$103.52,$103.98,$100.91
02/28/2025,$102.82,595799,$103.00,$103.19,$101.763
02/27/2025,$103.01,447456,$103.65,$104.075,$102.50
02/26/2025,$103.94,763772,$104.25,$105.16,$103.24
02/25/2025,$104.14,1555430,$102.14,$106.00,$102.10
02/24/2025,$99.78,503436,$100.50,$100.68,$99.76
02/21/2025,$100.46,1226166,$101.27,$102.07,$100.29
02/20/2025,$100.92,352617,$101.18,$101.43,$100.05
02/19/2025,$100.99,368606,$101.02,$101.08,$100.025
02/18/2025,$101.34,328383,$100.88,$101.73,$100.69
02/14/2025,$101.05,392745,$100.77,$101.58,$100.63
02/13/2025,$100.47,1958635,$98.77,$100.48,$98.64
02/12/2025,$98.68,409370,$98.90,$99.235,$98.12
02/11/2025,$99.62,663145,$98.94,$99.92,$98.90
02/10/2025,$99.36,396230,$99.41,$99.85,$98.80
02/07/2025,$99.59,428920,$99.56,$99.77,$98.655
02/06/2025,$99.71,367056,$99.03,$99.75,$98.90
02/05/2025,$98.46,388766,$97.74,$98.61,$97.74
02/04/2025,$97.56,590446,$98.80,$99.42,$97.4101
02/03/2025,$97.54,1318376,$95.40,$97.90,$92.99
01/31/2025,$99.04,556311,$99.15,$100.87,$98.94
01/30/2025,$99.60,599728,$100.09,$100.48,$98.96
01/29/2025,$100.91,398641,$99.85,$101.02,$99.85
01/28/2025,$100.39,1831791,$100.79,$100.86,$99.695
01/27/2025,$100.87,392212,$100.18,$101.545,$100.15
01/24/2025,$100.97,305017,$100.52,$101.22,$100.24
01/23/2025,$100.17,306068,$100.26,$100.59,$99.73
01/22/2025,$100.11,307541,$100.06,$100.48,$99.70
01/21/2025,$100.17,444608,$99.74,$100.53,$99.725
01/17/2025,$99.07,375253,$99.13,$99.83,$98.77
01/16/2025,$99.20,431996,$98.98,$99.37,$98.20
01/15/2025,$99.18,598619,$99.24,$99.82,$98.805
01/14/2025,$97.78,416820,$97.26,$98.02,$96.81
01/13/2025,$96.89,685404,$96.94,$97.41,$96.53
01/10/2025,$97.44,770621,$98.32,$98.325,$97.26
01/08/2025,$98.44,715308,$96.94,$99.00,$96.74
01/07/2025,$96.87,449060,$96.79,$97.3099,$96.15
01/06/2025,$96.23,692718,$97.29,$97.70,$96.13
01/03/2025,$96.06,495643,$97.41,$97.58,$95.90
01/02/2025,$97.04,380139,$97.22,$97.83,$96.83
12/31/2024,$97.05,286291,$96.98,$97.5493,$96.73
12/30/2024,$96.88,251594,$96.60,$97.23,$96.02
12/27/2024,$97.05,209364,$96.62,$97.42,$96.62
12/26/2024,$97.01,266670,$96.85,$97.15,$96.6705
12/24/2024,$97.01,221661,$96.85,$97.15,$96.6705
12/23/2024,$96.98,409624,$96.04,$97.14,$95.77
12/20/2024,$96.54,535510,$96.27,$96.78,$95.64
12/19/2024,$96.62,1096840,$97.26,$97.35,$96.48
12/18/2024,$95.71,1127604,$98.30,$98.42,$95.06
12/17/2024,$98.15,490171,$97.87,$98.43,$97.345
12/16/2024,$98.60,703719,$98.88,$99.02,$98.31
12/13/2024,$99.02,401132,$99.56,$99.56,$98.64
12/12/2024,$99.30,458305,$100.80,$100.80,$99.16
12/11/2024,$100.73,451749,$101.48,$101.48,$100.41
12/10/2024,$100.74,466800,$100.78,$101.13,$100.47
12/09/2024,$100.80,996485,$103.56,$103.91,$100.77
12/06/2024,$103.39,1498967,$99.79,$104.63,$99.59
12/05/2024,$99.58,2259039,$91.28,$100.06,$90.47
12/04/2024,$95.26,1143124,$95.44,$95.91,$95.09
12/03/2024,$95.29,862816,$95.33,$95.49,$94.24
12/02/2024,$95.09,1000506,$94.98,$95.37,$94.36
11/29/2024,$95.25,208339,$94.70,$95.40,$94.42
11/27/2024,$94.96,815093,$94.47,$95.14,$94.07
11/26/2024,$94.40,452432,$94.57,$94.66,$93.84
11/25/2024,$95.57,863058,$95.25,$95.87,$95.01
11/22/2024,$94.92,445807,$94.97,$95.07,$94.55
11/21/2024,$94.63,578226,$94.23,$95.19,$93.84
11/20/2024,$94.04,373351,$93.66,$94.05,$93.36
11/19/2024,$94.09,486927,$92.56,$94.15,$91.79
11/18/2024,$93.05,2467496,$93.52,$93.52,$92.47
11/15/2024,$93.18,844461,$93.74,$94.06,$93.08
11/14/2024,$93.40,453217,$93.95,$94.51,$93.20
11/13/2024,$93.46,420467,$94.38,$94.38,$93.15
11/12/2024,$94.09,427612,$93.70,$94.31,$93.39
11/11/2024,$94.09,662003,$92.95,$94.22,$92.95
11/08/2024,$92.91,468718,$92.92,$93.015,$92.31
11/07/2024,$93.23,797478,$93.68,$94.0587,$92.98
11/06/2024,$93.17,794787,$92.63,$93.27,$91.40
11/05/2024,$91.29,563550,$90.44,$91.31,$90.19
11/04/2024,$90.06,1077637,$90.85,$91.165,$89.66
11/01/2024,$90.76,670410,$91.80,$92.07,$90.58
10/31/2024,$91.12,1113980,$92.04,$92.15,$90.42
10/30/2024,$91.89,1911914,$91.52,$92.14,$91.13
10/29/2024,$93.00,573640,$92.88,$93.59,$92.72
10/28/2024,$93.50,4275567,$92.73,$93.66,$92.73
10/25/2024,$92.77,868526,$93.59,$94.04,$92.74
10/24/2024,$93.39,942069,$92.84,$93.85,$92.68
10/23/2024,$93.33,1916762,$92.68,$93.38,$92.42
10/22/2024,$93.04,512459,$92.35,$93.21,$92.08
10/21/2024,$92.79,732658,$94.00,$94.09,$92.33
10/18/2024,$94.06,538867,$93.90,$94.23,$93.302
10/17/2024,$93.58,1031014,$94.00,$94.32,$93.37
10/16/2024,$93.85,936973,$93.04,$94.05,$93.01
10/15/2024,$92.75,819955,$92.95,$93.00,$92.37
10/14/2024,$93.25,855068,$92.91,$93.71,$92.625
10/11/2024,$92.67,1735093,$91.25,$92.92,$91.25
10/10/2024,$91.20,1089721,$89.30,$91.23,$89.19
10/09/2024,$89.74,679295,$89.61,$90.02,$89.34
10/08/2024,$90.01,613370,$90.69,$90.83,$89.78
10/07/2024,$90.89,789085,$91.38,$91.62,$90.38
10/04/2024,$91.64,1127048,$91.46,$92.18,$91.36
10/03/2024,$91.22,1382482,$90.54,$91.50,$90.34
10/02/2024,$91.04,862600,$91.13,$92.19,$90.84
10/01/2024,$91.25,1340855,$90.32,$91.425,$89.745
09/30/2024,$90.20,455756,$90.45,$90.68,$89.71
09/27/2024,$90.43,420839,$91.21,$91.61,$90.16
09/26/2024,$90.77,2371237,$89.99,$91.26,$89.91
09/25/2024,$89.45,451122,$90.09,$90.24,$89.45
09/24/2024,$90.10,535834,$89.82,$90.422,$89.73
09/23/2024,$89.99,569584,$90.07,$90.24,$89.48
09/20/2024,$89.91,1665402,$89.02,$90.07,$88.61
09/19/2024,$88.80,885923,$88.22,$89.09,$87.6758
09/18/2024,$86.87,757156,$87.72,$87.96,$86.68
09/17/2024,$87.71,997858,$87.06,$88.12,$87.06
09/16/2024,$86.88,507042,$86.08,$87.02,$85.76
09/13/2024,$85.56,849211,$85.58,$86.73,$85.20
09/12/2024,$85.13,835482,$84.50,$85.26,$84.05
09/11/2024,$84.35,909708,$82.77,$84.50,$82.69
09/10/2024,$82.89,780329,$83.01,$83.08,$81.7139
09/09/2024,$83.02,663004,$82.61,$83.34,$82.52
09/06/2024,$82.33,1214850,$82.76,$83.33,$81.69
09/05/2024,$82.97,634398,$83.38,$83.59,$82.79
09/04/2024,$83.05,717089,$82.00,$83.34,$81.95
09/03/2024,$82.34,631716,$82.81,$82.90,$82.02
08/30/2024,$83.62,537032,$82.81,$83.745,$82.81
08/29/2024,$82.96,969066,$82.33,$83.615,$82.33
08/28/2024,$81.88,1723407,$82.95,$83.13,$81.13
08/27/2024,$83.30,3541402,$86.09,$86.12,$82.602
08/26/2024,$88.77,2325624,$88.75,$89.17,$88.555
08/23/2024,$88.28,1202755,$87.06,$88.4273,$86.97
08/22/2024,$86.77,706288,$86.71,$86.98,$86.41
08/21/2024,$86.66,429904,$86.84,$87.085,$86.38
08/20/2024,$86.66,809894,$86.25,$86.85,$86.09
08/19/2024,$86.40,2548870,$85.85,$86.64,$85.64
08/16/2024,$85.51,420762,$84.79,$85.56,$84.25
08/15/2024,$84.71,638292,$84.03,$85.13,$83.93
08/14/2024,$83.34,537503,$83.00,$83.54,$82.95
08/13/2024,$82.88,454073,$81.99,$82.92,$81.82
08/12/2024,$81.37,1380775,$81.70,$81.78,$80.97
08/09/2024,$81.56,668681,$81.38,$81.60,$81.02
08/08/2024,$81.31,1008601,$80.67,$81.39,$80.6088
08/07/2024,$80.21,741787,$82.35,$82.47,$79.82
08/06/2024,$80.95,1572646,$79.30,$81.35,$78.95
08/05/2024,$79.10,777188,$77.56,$79.22,$76.98
08/02/2024,$80.73,1138921,$81.63,$81.79,$80.14
08/01/2024,$82.64,923006,$84.65,$84.65,$82.11
07/31/2024,$84.33,920308,$83.36,$84.94,$83.09
07/30/2024,$82.50,2569123,$85.00,$85.11,$82.50
07/29/2024,$87.23,2169093,$87.50,$87.64,$86.73
07/26/2024,$87.33,5031967,$87.50,$87.50,$86.89
07/25/2024,$86.98,517326,$86.12,$87.31,$85.68
07/24/2024,$86.25,480535,$87.41,$87.49,$86.19
07/23/2024,$87.46,849802,$87.36,$87.72,$86.94
07/22/2024,$87.48,942142,$87.22,$87.72,$86.59
07/19/2024,$86.95,575651,$86.40,$87.11,$86.12
07/18/2024,$86.75,646126,$87.25,$87.54,$86.48
07/17/2024,$87.25,673624,$87.30,$87.78,$86.91
07/16/2024,$87.76,675994,$87.00,$87.77,$86.63
07/15/2024,$86.72,434567,$86.85,$87.09,$86.53
07/12/2024,$86.64,1319111,$86.15,$86.90,$85.935
07/11/2024,$85.69,1349776,$85.75,$86.60,$85.42
07/10/2024,$85.27,4165143,$84.85,$85.37,$84.60
07/09/2024,$84.60,1127553,$84.14,$84.63,$83.58
07/08/2024,$84.25,1210895,$83.95,$84.26,$83.42
07/05/2024,$83.72,461308,$85.33,$85.49,$83.69
07/03/2024,$84.97,254875,$84.76,$85.33,$84.55
07/02/2024,$84.30,1040447,$83.19,$84.40,$83.19
07/01/2024,$83.17,311066,$84.075,$84.535,$83.09
06/28/2024,$83.85,1258951,$83.58,$84.22,$83.35
06/27/2024,$83.30,1435969,$84.50,$84.50,$83.07
06/26/2024,$84.41,575357,$84.11,$84.45,$83.65
06/25/2024,$84.80,651586,$84.95,$85.29,$84.205
06/24/2024,$85.22,1361335,$84.31,$85.32,$83.97
06/21/2024,$83.77,508602,$83.64,$84.045,$83.3948
06/20/2024,$83.89,400419,$84.09,$84.5676,$83.4601
06/18/2024,$84.16,739728,$83.80,$84.45,$83.51
06/17/2024,$83.79,399080,$83.49,$83.87,$83.36
06/14/2024,$83.59,425144,$83.82,$83.86,$83.12
06/13/2024,$84.47,403017,$84.73,$84.73,$83.68
06/12/2024,$84.90,579953,$84.91,$85.68,$84.5501
06/11/2024,$83.52,439299,$84.00,$84.00,$83.0886
06/10/2024,$84.45,622869,$84.34,$84.84,$83.77
06/07/2024,$84.96,915073,$85.80,$86.10,$84.84
06/06/2024,$86.53,811247,$86.86,$87.22,$86.04
06/05/2024,$86.82,520663,$87.75,$87.83,$86.44
06/04/2024,$87.53,902714,$88.42,$88.42,$86.84
06/03/2024,$88.94,525890,$88.55,$89.51,$88.04
05/31/2024,$89.11,946385,$87.99,$89.15,$87.39
05/30/2024,$87.63,1238144,$87.66,$88.03,$86.72
05/29/2024,$86.98,3325769,$92.85,$92.85,$86.77
05/28/2024,$96.11,998905,$95.66,$96.39,$95.58
05/24/2024,$95.47,1433773,$94.67,$95.88,$94.67
05/23/2024,$94.55,841702,$94.74,$95.39,$93.85
05/22/2024,$94.48,453184,$94.08,$94.64,$93.87
05/21/2024,$94.63,660559,$94.19,$95.42,$93.94
05/20/2024,$94.19,176316,$94.87,$95.395,$94.17
05/17/2024,$95.22,652575,$94.78,$95.33,$94.44
05/16/2024,$94.45,594166,$95.25,$95.48,$94.415
05/15/2024,$95.25,551671,$94.75,$95.47,$94.75
05/14/2024,$94.50,358995,$94.57,$94.78,$94.25
05/13/2024,$94.11,656603,$93.95,$94.5039,$93.85
05/10/2024,$93.75,3098211,$93.72,$94.2717,$93.50
05/09/2024,$93.19,778107,$92.99,$94.02,$92.925
05/08/2024,$92.86,391557,$91.60,$92.89,$91.58
05/07/2024,$92.06,311054,$93.40,$93.47,$91.95
05/06/2024,$93.05,531087,$91.71,$93.19,$91.36
05/03/2024,$91.23,486885,$90.76,$91.56,$90.49
05/02/2024,$89.89,778443,$90.18,$90.355,$89.10
05/01/2024,$89.65,502118,$89.46,$90.80,$89.0799
04/30/2024,$89.32,1133254,$89.52,$90.27,$89.23
04/29/2024,$90.23,666777,$91.20,$91.43,$89.75
04/26/2024,$90.91,3961611,$91.71,$91.90,$90.48
04/25/2024,$92.72,3247106,$92.06,$93.04,$91.28
04/24/2024,$92.84,348887,$93.43,$94.14,$92.33
04/23/2024,$93.82,606020,$93.33,$93.99,$93.04
04/22/2024,$92.99,409046,$92.81,$93.37,$92.30
04/19/2024,$92.14,351583,$91.25,$92.62,$91.15
04/18/2024,$91.01,718085,$91.58,$91.89,$90.34
04/17/2024,$90.96,654813,$91.51,$92.09,$90.35
04/16/2024,$91.16,709058,$92.28,$92.48,$90.84
04/15/2024,$92.75,711784,$93.68,$94.45,$92.385
04/12/2024,$93.02,701316,$94.00,$94.14,$92.61
04/11/2024,$94.81,896097,$95.57,$95.57,$94.08
04/10/2024,$95.57,962389,$96.71,$96.94,$94.7406
04/09/2024,$98.36,589662,$98.46,$98.83,$97.53
04/08/2024,$98.03,347068,$97.51,$98.30,$97.25
04/05/2024,$97.15,369208,$96.27,$97.58,$95.95
04/04/2024,$96.61,858645,$97.94,$98.99,$96.375
04/03/2024,$96.90,479725,$96.30,$97.87,$96.21
04/02/2024,$96.44,414608,$97.20,$97.635,$96.245
04/01/2024,$97.61,731753,$97.63,$98.02,$97.00
03/28/2024,$97.68,397185,$96.50,$97.98,$96.32
03/27/2024,$96.38,452634,$95.85,$96.43,$95.69
03/26/2024,$95.97,271126,$96.07,$96.22,$95.72
03/25/2024,$95.69,2251100,$95.61,$96.36,$95.605
03/22/2024,$95.49,317827,$96.14,$96.60,$95.43
03/21/2024,$96.44,413046,$96.36,$97.0299,$95.98
03/20/2024,$96.13,415517,$93.84,$96.15,$93.75
03/19/2024,$94.04,371751,$93.67,$94.52,$93.53
03/18/2024,$93.92,256501,$93.93,$94.13,$93.10
03/15/2024,$93.85,437926,$93.48,$94.37,$92.97
03/14/2024,$93.77,380146,$95.53,$95.53,$93.49
03/13/2024,$95.53,868076,$94.61,$95.60,$94.51
03/12/2024,$94.53,289360,$94.64,$94.68,$94.06
03/11/2024,$94.43,361632,$93.52,$94.56,$93.42
03/08/2024,$94.03,396594,$94.22,$94.46,$93.855
03/07/2024,$93.88,422285,$93.06,$94.00,$92.62
03/06/2024,$92.47,795744,$92.31,$92.95,$91.865
03/05/2024,$91.47,670028,$91.29,$92.00,$91.13
03/04/2024,$91.38,916872,$90.61,$91.88,$90.55
03/01/2024,$90.76,619908,$90.74,$91.20,$89.89
02/29/2024,$90.50,832473,$90.07,$90.62,$89.60
02/28/2024,$89.53,672523,$90.26,$90.63,$89.37
02/27/2024,$90.39,2282738,$90.60,$90.965,$88.55
02/26/2024,$93.88,774271,$94.55,$95.295,$93.84
02/23/2024,$94.92,2508523,$94.82,$95.50,$94.74
02/22/2024,$94.78,567426,$95.00,$96.04,$94.55
02/21/2024,$94.30,342100,$94.67,$94.75,$94.04
02/20/2024,$94.60,520699,$94.01,$94.97,$94.01
02/16/2024,$94.19,269653,$94.24,$94.93,$93.91
02/15/2024,$94.57,507621,$92.84,$94.77,$92.84
02/14/2024,$92.58,445497,$91.55,$92.59,$91.40
02/13/2024,$90.58,1258144,$92.50,$92.50,$89.67
02/12/2024,$93.83,450502,$92.62,$93.85,$92.51
02/09/2024,$92.64,440130,$92.04,$92.659,$91.40
02/08/2024,$91.88,314726,$91.41,$91.92,$90.8803
02/07/2024,$91.75,437615,$92.18,$92.26,$91.47
02/06/2024,$92.05,644247,$91.80,$92.61,$91.71
02/05/2024,$92.21,421393,$93.22,$93.22,$91.8805
02/02/2024,$93.47,587969,$93.69,$93.71,$92.68
02/01/2024,$94.11,1233763,$94.20,$94.58,$93.3201
01/31/2024,$94.18,914708,$95.46,$96.13,$94.05
01/30/2024,$95.87,581988,$96.09,$96.36,$95.23
01/29/2024,$96.24,2365474,$95.50,$96.28,$94.52
01/26/2024,$96.83,1909917,$97.03,$97.13,$96.51
01/25/2024,$96.71,613274,$96.85,$97.03,$96.32
01/24/2024,$96.10,485697,$96.67,$96.75,$95.94
01/23/2024,$95.54,330153,$95.99,$96.67,$95.33
01/22/2024,$95.94,678970,$96.26,$96.52,$95.38
01/19/2024,$95.84,631784,$93.74,$95.98,$93.55
01/18/2024,$93.69,331410,$93.63,$94.35,$93.47
01/17/2024,$93.56,443496,$93.32,$94.12,$93.07
01/16/2024,$94.40,544009,$93.87,$94.5094,$93.15
01/12/2024,$94.31,383928,$95.46,$95.85,$94.13
01/11/2024,$94.67,596865,$95.35,$95.35,$93.74
01/10/2024,$95.49,916318,$96.87,$97.47,$95.36
01/09/2024,$96.90,433691,$97.92,$98.25,$96.87
01/08/2024,$98.63,428781,$97.61,$98.73,$97.275
01/05/2024,$97.61,560723,$97.07,$98.67,$96.765
01/04/2024,$97.02,920533,$96.66,$97.97,$96.52
01/03/2024,$96.86,409881,$97.12,$97.44,$96.58
01/02/2024,$97.89,592751,$97.88,$98.67,$97.61
12/29/2023,$98.94,353890,$98.55,$99.40,$98.49
12/28/2023,$98.78,608670,$99.32,$100.12,$98.61
12/27/2023,$99.55,452677,$98.79,$99.83,$98.61
12/26/2023,$98.97,260336,$98.55,$99.09,$98.24
12/22/2023,$98.23,630939,$97.53,$98.59,$97.53
12/21/2023,$97.27,782520,$95.93,$97.33,$95.93
12/20/2023,$95.26,808878,$96.34,$97.34,$95.22
12/19/2023,$96.11,507745,$94.53,$96.135,$94.53
12/18/2023,$94.02,815412,$92.74,$94.11,$92.64
12/15/2023,$92.49,810503,$93.00,$93.56,$92.39
12/14/2023,$92.77,1362166,$91.29,$93.075,$91.25
12/13/2023,$90.36,867431,$87.76,$90.46,$87.12
12/12/2023,$87.61,457870,$87.95,$87.95,$87.13
12/11/2023,$87.86,491810,$87.60,$88.05,$86.90
12/08/2023,$87.23,796421,$86.28,$87.51,$86.08
12/07/2023,$86.07,758582,$85.94,$86.20,$85.29
12/06/2023,$85.84,650668,$85.98,$86.785,$85.63
12/05/2023,$85.13,647008,$84.24,$85.47,$83.96
12/04/2023,$84.35,760637,$83.18,$84.78,$83.18
12/01/2023,$84.22,1359643,$81.48,$84.40,$81.19
11/30/2023,$82.29,798083,$81.51,$82.55,$81.14
11/29/2023,$81.01,568848,$79.86,$81.46,$79.78
11/28/2023,$79.93,600205,$80.04,$80.34,$78.86
11/27/2023,$80.61,602348,$81.09,$81.09,$80.42
11/24/2023,$81.66,426841,$80.82,$81.86,$80.63
11/22/2023,$80.63,868620,$80.50,$81.49,$79.95
11/21/2023,$80.82,1058522,$81.09,$81.81,$80.66
11/20/2023,$81.35,629614,$81.70,$81.71,$81.12
11/17/2023,$81.67,892060,$81.19,$81.97,$81.19
11/16/2023,$80.70,480662,$81.03,$81.11,$80.31
11/15/2023,$81.24,532735,$80.87,$81.68,$80.74
11/14/2023,$80.49,984698,$79.74,$80.838,$79.475
11/13/2023,$78.07,668051,$77.61,$78.61,$77.22
11/10/2023,$77.78,603704,$77.49,$77.84,$76.83
11/09/2023,$77.44,444899,$77.73,$78.58,$77.33
11/08/2023,$77.39,838696,$77.88,$78.30,$77.35
11/07/2023,$78.21,497989,$78.65,$78.69,$78.03
11/06/2023,$79.29,571344,$80.45,$80.75,$79.05
11/03/2023,$80.09,789139,$79.73,$80.67,$79.42
11/02/2023,$78.57,1205502,$76.51,$78.76,$76.33
11/01/2023,$75.62,879785,$75.81,$75.86,$74.48
10/31/2023,$75.55,882911,$75.60,$75.99,$74.9454
10/30/2023,$75.60,520018,$74.88,$75.89,$74.82
10/27/2023,$74.22,3050988,$75.70,$75.98,$73.98
10/26/2023,$76.69,2807503,$75.83,$77.34,$75.83
10/25/2023,$75.95,1144283,$75.88,$76.92,$75.585
10/24/2023,$76.45,756002,$77.45,$77.45,$75.90
10/23/2023,$77.44,905177,$77.09,$78.49,$76.87
10/20/2023,$77.52,825988,$79.01,$79.29,$77.50
10/19/2023,$79.05,828685,$79.67,$80.33,$78.985
10/18/2023,$79.81,599777,$81.32,$81.59,$79.76
10/17/2023,$82.07,424017,$81.10,$82.55,$81.10
10/16/2023,$82.07,666089,$81.33,$82.105,$80.63
10/13/2023,$80.54,457473,$81.62,$82.18,$80.45
10/12/2023,$81.26,505735,$82.45,$82.63,$80.76
10/11/2023,$82.44,512568,$82.16,$82.88,$81.555
10/10/2023,$81.91,664610,$81.35,$82.375,$81.35
10/09/2023,$80.89,431277,$80.55,$81.07,$79.31
10/06/2023,$81.05,548628,$80.31,$81.20,$78.75
10/05/2023,$80.83,527126,$79.90,$80.8775,$79.90
10/04/2023,$80.23,543993,$80.04,$80.37,$78.50
10/03/2023,$80.12,869935,$81.10,$81.28,$79.95
10/02/2023,$81.64,1239223,$83.95,$83.999,$81.55
09/29/2023,$84.37,637261,$85.69,$85.69,$84.27
09/28/2023,$85.01,367367,$84.04,$85.16,$83.87
09/27/2023,$83.85,517844,$85.00,$85.09,$83.39
09/26/2023,$84.76,325361,$85.18,$85.66,$84.43
09/25/2023,$85.96,294371,$85.24,$86.22,$85.00
09/22/2023,$85.73,288932,$86.84,$86.84,$85.67
09/21/2023,$86.44,534922,$87.33,$87.49,$86.42
09/20/2023,$87.86,367892,$88.02,$88.76,$87.84
09/19/2023,$87.69,440741,$88.55,$88.74,$87.31
09/18/2023,$88.41,458466,$89.00,$89.09,$88.01
09/15/2023,$88.56,1149801,$87.99,$88.80,$87.785
09/14/2023,$88.07,410103,$87.42,$88.43,$87.42
09/13/2023,$86.75,618603,$85.95,$87.20,$85.95
09/12/2023,$85.72,454555,$85.26,$86.07,$84.88
09/11/2023,$85.12,347614,$84.38,$85.30,$83.901
09/08/2023,$83.71,315288,$83.73,$84.25,$83.54
09/07/2023,$83.75,375968,$84.26,$85.00,$83.715
09/06/2023,$84.48,334219,$84.96,$85.28,$83.97
09/05/2023,$85.26,433146,$85.82,$86.30,$85.10
09/01/2023,$86.07,601652,$86.43,$87.05,$85.97
08/31/2023,$86.09,739173,$85.57,$86.50,$85.33
08/30/2023,$85.49,504579,$84.49,$86.25,$84.44
08/29/2023,$84.30,982418,$82.41,$84.55,$81.55
08/28/2023,$83.86,840272,$82.96,$84.05,$82.86
08/25/2023,$82.53,657469,$83.26,$83.49,$81.77
